establishment_name,state,naics_code,inspection_date,year
WAGNERS PRICE SLASHER INC,OR,445110.0,2009-04-23,2009
FOOD LION CORPORATION,NC,445110.0,2014-10-13,2014
BRANTON STORE LLC,SC,445110.0,2003-12-16,2003
MACEYS INC,UT,445110.0,2012-10-01,2012
CITY MARKET,CO,445110.0,2016-05-18,2016
VONS,CA,445110.0,2003-07-02,2003
DEFENSE COMMISSARY AGENCY HARRISON VILLAGE,IN,445110.0,2015-06-26,2015
"MI PUEBLO SAN JOSE, INC. DBA MI PUEBLO FOOD CENTER",CA,445110.0,2010-12-16,2010
"PUBLIX SUPER MARKETS, INC",FL,445110.0,2016-07-14,2016
GROCERY OUTLET,CA,445110.0,2013-05-16,2013
AKINS FOODS INC DBA AKINS FOOD CENTER #380,WA,445110.0,2006-02-23,2006
B & E 2 LLC,OR,445110.0,2006-02-15,2006
SAFEWAY INC,OR,445110.0,2006-10-13,2006
"SAFEWAY, INC",CA,445110.0,2004-02-05,2004
"FOOD LION, STORE #1443",MD,445110.0,2003-07-30,2003
SAFEWAY STORE #2640,WA,445110.0,2004-06-17,2004
"EPES BUILDING MAINTENANCE CO., INC.",TN,445110.0,2004-07-27,2004
"HANS KISSLE CO., INC.",MA,445110.0,2004-09-27,2004
GIANT EAGLE,OH,445110.0,2016-11-17,2016
SAVE MART SUPERMARKETS & DISTRIBUTION CENTER #803,CA,445110.0,2010-07-09,2010
HONG KONG SUPERMARKET,WA,445110.0,2009-07-07,2009
"BROWNSBORO ROAD SUPERMARKET,INC. DBA DOLL'S MARKET",KY,445110.0,2009-10-14,2009
SAFEWAY FOOD AND DRUG,CA,445110.0,2013-12-02,2013
"J.B. SULLIVAN, INC. DBA SULLIVAN'S FOODS",IL,445110.0,2007-11-08,2007
"FOOD LION, LLC",NC,445110.0,2008-12-02,2008
NORBITH CORP,PR,445110.0,2015-04-13,2015
FESTIVAL FOODS,WI,445110.0,2009-08-18,2009
"WEGMANS FOOD MARKETS, INC.",NY,445110.0,2008-02-19,2008
SAMARJIT KAUR DBA JERNIGAN'S MARKET,CA,445110.0,2006-07-03,2006
"THE SYGMA NETWORK - BOSTON, INC.",MA,445110.0,2004-08-04,2004
CENTRAL MARKET,WA,445110.0,2010-12-28,2010
FRESH OFF THE FARM,ME,445110.0,2013-03-27,2013
GROCERY OUTLET,CA,445110.0,2010-03-04,2010
SAVE-A-LOT,CO,445110.0,2014-10-06,2014
"BOROWIAK IGA FOODLINER, INC.",IL,445110.0,2013-03-01,2013
LA BODEGA YAKIMEX,WA,445110.0,2007-03-29,2007
3220 MEAT & PRODUCE CORP.,NY,445110.0,2005-12-16,2005
KROGER CO STORE 453,MI,445110.0,2013-12-02,2013
ALDI (N.C.) LLC DBA ALDI - STORE 75,NC,445110.0,2013-10-08,2013
ECONO FOODS,MI,445110.0,2008-04-23,2008
SAFEWAY,CA,445110.0,2003-09-30,2003
P.D.Q. MARKET,CA,445110.0,2007-01-03,2007
MARKET OF CHOICE INC,OR,445110.0,2014-11-17,2014
"THE FRESH MARKET, INC.",NC,445110.0,2008-07-09,2008
NAGI'S ENTERPRISES INC,OR,445110.0,2015-03-24,2015
"LOWE'S FOOD STORES, INC. (STORE #201)",NC,445110.0,2006-01-18,2006
STOP & SHOP SUPERMARKET,MA,445110.0,2004-09-02,2004
"FOOD LION, LLC (STORE # 1213)",NC,445110.0,2004-01-15,2004
"THE GREAT ATLANTIC & PACIFIC TEA CO., INC.",NJ,445110.0,2008-04-15,2008
DBA TRADER JOE'S #25,CA,445110.0,2003-01-15,2003
"HARRIS TEETER, INC. DBA HARRIS TEETER DISTR. CTR.",NC,445110.0,2012-06-06,2012
ACME FOOD MARKET,PA,445110.0,2009-02-26,2009
SUPERMERCADO Y CARNICERIA NAPO VELEZ INC,PR,445110.0,2015-03-03,2015
SHOPPER'S NIRVANA LLC DBA AMAZING SAVINGS,NC,445110.0,2009-08-06,2009
FOOD GIANT,MO,445110.0,2015-10-15,2015
"UNITED MARKETS, INC",CA,445110.0,2014-01-27,2014
MADISON FOOD CORPORATION,MA,445110.0,2011-03-25,2011
CHESTERS MARKET INC,OR,445110.0,2003-02-26,2003
SAVEMART SUPERMARKET #625,CA,445110.0,2011-04-18,2011
GREER'S VANCLEAVE MARKET,MS,445110.0,2011-01-04,2011
601 OLD COUNTRY ROAD CORP DBA JOHNS FARMS,NY,445110.0,2008-03-10,2008
KROGER CO STORE #684,MI,445110.0,2013-08-28,2013
"PUBLIX SUPER MARKETS, INC.",AL,445110.0,2015-05-05,2015
7 DAY SUPERMARKET,GU,445110.0,2006-03-22,2006
SAFEWAY INC,OR,445110.0,2013-01-13,2013
CHANG FA INC,OR,445110.0,2014-06-23,2014
"PECHIN ENTERPRISES, LLC",PA,445110.0,2006-01-25,2006
"MB INVESTMENTS, INC. DBA LENA'S FOOD MARKET",WI,445110.0,2008-12-05,2008
BOBS OF CANTON WESTLAND,MI,445110.0,2008-02-14,2008
WHOLE FOODS,CA,445110.0,2005-10-27,2005
DILLONS STORE #112,MO,445110.0,2010-05-05,2010
ALBERTSONS INC,OR,445110.0,2004-02-13,2004
SANFORD FOOD STORE INC DBA SANFORD FOOD CENTER,MI,445110.0,2015-07-08,2015
QUICK TRACKER MANAGEMENT INC,MI,445110.0,2004-04-13,2004
PATE DAWSON COMPANY,NC,445110.0,2004-01-15,2004
CANNED FOODS GROCERY OUTLET INC.,CA,445110.0,2003-11-14,2003
DBA HENRY'S FARMERS MARKET #126,CA,445110.0,2009-07-03,2009
"JEWEL-OSCO STORE, INC",IL,445110.0,2010-12-20,2010
JACKS COUNTRY STORE INC,WA,445110.0,2009-10-08,2009
"TORNADO, INC. DBA BELLS MARKET",PA,445110.0,2004-05-18,2004
SUPER STOP AND SHOP,MA,445110.0,2014-05-21,2014
SAVE MART SUPERMARKETS DBA FOOD MAXX,CA,445110.0,2003-03-25,2003
FOURB DBA HEN HOUSE MARKET,KS,445110.0,2007-06-14,2007
ALBERTSON'S #6119,CA,445110.0,2012-08-29,2012
HAROLDS IGA,ID,445110.0,2003-01-29,2003
SUPERMERCADO GRANDE,PR,445110.0,1987-11-10,1987
DALLO & COMPANY INC DBA JONATHAN'S MARKET,CA,445110.0,2010-09-14,2010
"FOOD LION, LLC",NC,445110.0,2010-04-22,2010
TRADER JOES #140,WA,445110.0,2012-10-19,2012
PIGGLY WIGGLY,SC,445110.0,2003-05-14,2003
"HY-VEE FOOD STORES, INC.",IA,445110.0,2008-04-16,2008
BRUNO'S SUPER CENTER,AL,445110.0,2003-10-24,2003
"SHARP SHOPPER, INCORPORATED",PA,445110.0,2010-05-20,2010
LEPPINKS LAKEVIEW INC,MI,445110.0,2005-05-03,2005
"FALLEY'S, INC.",KS,445110.0,2005-01-19,2005
FAST TRAK DTM INC.,IA,445110.0,2004-10-20,2004
ALS IGA,WA,445110.0,2009-03-25,2009
COPPS FOOD CENTER,WI,445110.0,2004-06-04,2004
FOOD LION,NC,445110.0,2011-08-25,2011
SAFEWAY INC,OR,445110.0,2014-07-14,2014
DON'S SUPERMARKET,WY,445110.0,2008-03-17,2008
"FOOD LION, LLC",NC,445110.0,2003-05-09,2003
SAVEMART SUPERMARKETS DBA LUCKY STORE 0742,CA,445110.0,2012-10-25,2012
ALDI (N.C.) L.L.C.,NC,445110.0,2008-10-21,2008
NAPS INC,OR,445110.0,2008-04-09,2008
ALBERTSONS INC,OR,445110.0,2004-01-15,2004
WAL-MART SUPER CENTER,ME,445110.0,2007-07-03,2007
LIPARI FOODS INC,MI,445110.0,2014-01-23,2014
VONS,CA,445110.0,2008-12-12,2008
DEFENSE COMMISSARY AGENCY,AK,445110.0,2012-06-12,2012
H & K INC,HI,445110.0,2015-04-09,2015
SAFEWAY INC,OR,445110.0,2010-01-14,2010
WHOLE FOODS MARKET,AZ,445110.0,2009-03-26,2009
SAFEWAY #04-520,WA,445110.0,2008-10-21,2008
ECONO RIAL INC,PR,445110.0,2013-05-17,2013
FRESNO GROCERY OUTLET,CA,445110.0,2003-02-25,2003
LEWIS PRODUCE MARKET INC.,IL,445110.0,2003-10-31,2003
FORTALESA INC,OR,445110.0,2015-08-21,2015
ALBERTSONS 419,WA,445110.0,2013-12-11,2013
WINCO FOODS INC,OR,445110.0,2003-09-19,2003
FOOD LION LLC,VA,445110.0,2009-01-09,2009
KROGER,IN,445110.0,2014-07-30,2014
RALPHS GROCERY COMPANY,CA,445110.0,2010-10-19,2010
CANTEEN SERVICES INC,MI,445110.0,2014-02-28,2014
SCOLARI'S FOOD & DRUG STORE CO.,NV,445110.0,2013-01-08,2013
PAC N SAVE,CA,445110.0,2009-02-03,2009
SAFEWAY INC #3228,WA,445110.0,2009-11-13,2009
BROTHERS SUPERMARKET INC.,CA,445110.0,2016-08-25,2016
WINCO FOODS LLC,OR,445110.0,2008-04-24,2008
WINCO FOODS LLC,CA,445110.0,2008-01-11,2008
HOMETOWN FOODS INC,OR,445110.0,2011-09-06,2011
SMART & FINAL STORES LLC,OR,445110.0,2009-02-27,2009
NEW ALBERTSONS INC,OR,445110.0,2008-02-07,2008
SAFEWAY STORES INC,HI,445110.0,2003-04-01,2003
PITTSBURG WHOLESALE GROCERIES INC. DBA PITCO FOODS,CA,445110.0,2011-08-03,2011
STOP AND SHOP,MA,445110.0,2005-12-28,2005
"BIG Y FOODS, INC.",CT,445110.0,2005-11-30,2005
SAFEWAY STORE #3008,CA,445110.0,2008-07-08,2008
GIANT OF MARYLAND LLC,MD,445110.0,2009-11-12,2009
MARIN INC DBA ECONO JAYUYA,PR,445110.0,2009-05-14,2009
"STOP & SHOP COMPANIES, INCORPORATED",MA,445110.0,2011-09-26,2011
SUNFLOWER FARMER'S MARKET,NM,445110.0,2010-06-21,2010
CASCADE FRUIT MARKETING INC,OR,445110.0,2006-10-23,2006
DEFENSE COMMISSARY AGENCY,CA,445110.0,2012-03-06,2012
PRITAM GREWEL DBA EL GALLO COLORADO SUPERMARKET,CA,445110.0,2007-01-17,2007
VALUE CTR MARKET,MI,445110.0,2012-09-04,2012
"STOP & SHOP SUPERMARKET, STORE #455",MA,445110.0,2004-12-22,2004
SUPERB SUPER MARKETS INC,MI,445110.0,2015-05-26,2015
SAFEWAY INC,OR,445110.0,2006-02-02,2006
"FOOD LION, LLC - STORE 1065",NC,445110.0,2010-07-13,2010
ROTH IGA FOODLINER INC,OR,445110.0,2003-12-12,2003
NEW ALBERTSONS INC,OR,445110.0,2008-11-10,2008
"WEIS MARKETS, INC.",MD,445110.0,2008-03-07,2008
WALDBAUMS,NY,445110.0,2011-09-19,2011
ALBERTSON'S DISTRIBUTION CENTER,CA,445110.0,2004-07-29,2004
ZUPAN ENTERPRISES INC,OR,445110.0,2013-08-05,2013
"STINEBRINK'S DELAVAN FOODS, LLC",WI,445110.0,2012-03-20,2012
CARDENAS MARKET,CA,445110.0,2008-03-24,2008
ALBERTSONS,CA,445110.0,2004-09-28,2004
C & K EXPRESS LLC,OR,445110.0,2012-04-19,2012
NORTH SPOKANE GROCERY OUTLET,WA,445110.0,2008-08-11,2008
NEW ALBERTSON INC,CA,445110.0,2006-08-11,2006
"R.K. STONE & SONS, INC. DBA RAY'S SUPERMARKET",NC,445110.0,2009-02-11,2009
SUPERVALUE COMPANY DBA ALBERTSONS,CA,445110.0,2008-11-17,2008
TAFUNA SM MART INC.,AS,445110.0,2011-03-01,2011
VONS GROCERY #3075,CA,445110.0,2003-11-10,2003
LEW INC,OR,445110.0,2007-04-06,2007
SAFEWAY INC,OR,445110.0,2005-02-16,2005
WHOLE FOODS MARKETING GROUP,NE,445110.0,2013-12-13,2013
SAKER SHOPRITES INC.,NJ,445110.0,2013-03-25,2013
"PUBLIX SUPER MARKETS, INC.",FL,445110.0,2015-01-19,2015
KENNEWICK RED APPLE MARKET,WA,445110.0,2011-05-10,2011
DEFENSE COMMISSARY AGENCY,CA,445110.0,2012-03-07,2012
FRONTIER FOODS CORP,WA,445110.0,2010-01-11,2010
FARMER JACK A&P,MI,445110.0,2005-03-07,2005
"FOOD LION, LLC",NC,445110.0,2003-11-10,2003
RTJ INC,PR,445110.0,2015-08-10,2015
INNOVATIVE FOOD TECHNOLOGIES LLC,SC,445110.0,2009-11-05,2009
"SAFEWAY INC., VONS DIVISION",CA,445110.0,2014-11-17,2014
SMITH'S FOOD AND DRUG CENTERS BUILDING 10,UT,445110.0,2014-08-12,2014
SAVE MART SUPERMARKERTS DBA FOOD MAX STORE #401,CA,445110.0,2016-05-19,2016
"NIEMANN FOODS, INC.",IL,445110.0,2016-07-27,2016
"ROCHE BROS. SUPERMARKETS, INC. ",MA,445110.0,2012-04-19,2012
KROGER'S FOOD STORE #639,MI,445110.0,2004-08-16,2004
SWEETBAY SUPERMARKET,FL,445110.0,2011-04-13,2011
PRICE CHOPPER #214,NY,445110.0,2011-03-16,2011
CARLOS RUIZ ENTERPRISES INC.,CA,445110.0,2016-02-29,2016
SULLIVAN'S GROCERY,MS,445110.0,2014-04-14,2014
FOOD LION INC,VA,445110.0,2008-08-07,2008
"DEMOULAS SUPER MARKETS, INC.",MA,445110.0,2014-07-18,2014
"SUPERMERCADOS MR. SPECIAL, INC.",PR,445110.0,2009-09-01,2009
KIMOMEX MARKET INC. DBA: MERCADO SUVIANDA,CA,445110.0,2008-01-09,2008
SIGNATURE NORTHWEST LLC,OR,445110.0,2014-10-22,2014
SCOLARI'S FOOD & DRUG,NV,445110.0,2003-10-29,2003
"THE FRESH MARKET, INC.",NC,445110.0,2004-12-14,2004
"SUBWAY OF HORSESHOE, INC.",NC,445110.0,2009-01-15,2009
ROSAUERS SUPERMARKET #30,WA,445110.0,2004-11-29,2004
BODEGA RANCHO MARKET #10,CA,445110.0,2006-04-05,2006
SAFEWAY INC,OR,445110.0,2015-04-14,2015
SMART & FINAL,CA,445110.0,2016-10-07,2016
"TRIO SUPER MARKET OF HIDDENITE, INC.",NC,445110.0,2010-09-07,2010
FOODLAND - ROUTE 60,WV,445110.0,2003-10-16,2003
SURAT SINGH DEOL ET AL DBA ANTELOPE HOLIDAY SUPERM,CA,445110.0,2008-10-17,2008
LEP RE KON MART #4,WA,445110.0,2009-04-28,2009
"TOPS MARKETS, LLC",NY,445110.0,2016-08-02,2016
C & K MARKET INC,OR,445110.0,2016-03-03,2016
PAYLESS MARKET,CA,445110.0,2010-03-09,2010
SAWAYA BROTHERS MARKET,CA,445110.0,2004-04-14,2004
"MORAN FOODS, LLC ",MO,445110.0,2015-06-23,2015
LIL BEAR,OH,445110.0,2012-06-07,2012
"WINN DIXIE CHARLOTTE, INC",NC,445110.0,2006-06-28,2006
"EARTH FARE, INC.",NC,445110.0,2009-12-15,2009
PLAZA MARKET,WA,445110.0,2010-06-10,2010
WILD OATS MARKETS INC,OR,445110.0,2004-10-12,2004
SMITHS FOOD & DRUG CENTERS INC,UT,445110.0,2011-04-28,2011
FIESTA MART,TX,445110.0,2015-03-19,2015
FLOYD'S GROCERY,NC,445110.0,2006-06-14,2006
FOOD CITY STORE #77,AZ,445110.0,2010-06-29,2010
"SAVE MART SUPERMARKETS, INC. DBA FOODMAX #411",CA,445110.0,2010-07-09,2010
ALBERTSON'S,NV,445110.0,2015-03-05,2015
WILLIAMS INCORPORATED DBA LIGHTHOUSE GROCERY,AK,445110.0,2004-01-28,2004
MMR SUPERMARKET INC,PR,445110.0,2015-04-15,2015
ALBERTSONS LLC,WA,445110.0,2016-11-22,2016
PRICE CHOPPER #132,NY,445110.0,2016-01-27,2016
FOREST HILLS FOODS,MI,445110.0,2005-02-08,2005
"THE GREAT ATLANTIC & PACIFIC TEA COMPANY, INC.",NY,445110.0,2003-05-02,2003
"SAFEWAY, INC.",CA,445110.0,2009-05-13,2009
SAFEWAY INC DBA THE VONS COMPANIES,CA,445110.0,2011-01-05,2011
KE MCKAYS MARKET OF COOS BAY INC,OR,445110.0,2009-02-17,2009
INGLES  MARKETS INCORPORATED,NC,445110.0,2008-06-05,2008
NORTH SPOKANE GROCERY OUTLET,WA,445110.0,2010-12-09,2010
DIERBERGS MARKETS,MO,445110.0,2012-11-14,2012
SAFEWAY INC,OR,445110.0,2009-12-10,2009
FIESTA MARKET LLC,UT,445110.0,2012-01-11,2012
RN MARKET,CA,445110.0,2015-09-21,2015
"INGLES MARKETS, INCORPORATED",NC,445110.0,2016-09-14,2016
THE FRESH MARKET INC,KY,445110.0,2013-07-10,2013
PRICE CUTTER,MO,445110.0,2016-06-16,2016
TIDYMAN'S LLC DBA MILES CITY COUNTY MARKET,MT,445110.0,2003-03-12,2003
GLENS MARKET,MI,445110.0,2004-11-22,2004
LIPARI FOODS INC,MI,445110.0,2009-05-13,2009
"D&D GROCERY AND RESTAURANT, INC.",NC,445110.0,2010-03-01,2010
SUPERMERCADO 2000 CHACHOS,PR,445110.0,2005-01-19,2005
AMITY FOODS & COFFEE HOUSE LLC,OR,445110.0,2015-03-26,2015
THE GREAT ATLANTIC & PACIFIC TEA CO. (STORE #811),NJ,445110.0,2011-03-09,2011
"INGLES MARKETS, STORE #119",NC,445110.0,2012-06-06,2012
DICKEN & COMPANY,OR,445110.0,2005-04-19,2005
WHOLE FOODS MARKET CA INC,WA,445110.0,2004-11-23,2004
SAVE MART SUPERMARKETS DBA FOODMAXX 476,CA,445110.0,2010-07-13,2010
SAM'S IGA,IL,445110.0,2007-02-09,2007
"ZEKE'S PUEBLO MEXICANO SUPERMARKET, INC.",TX,445110.0,2007-04-09,2007
SAFEWAY INC,OR,445110.0,2009-07-07,2009
WALMART INC.,CA,445110.0,2015-08-06,2015
ALBERTSONS INC,OR,445110.0,2004-02-27,2004
SHOP RITE OF WATERBURY LLC,CT,445110.0,2012-06-29,2012
LONG BEACH WILDOATS MARKET,CA,445110.0,2007-05-07,2007
"BARRETO HOLDINGS COMPANY, INC.",PR,445110.0,2016-06-13,2016
PROVIDENCE INC DBA SAIGON MARKET,CA,445110.0,2011-05-23,2011
FELIPE BERRIOS LOPEZ,PR,445110.0,2015-02-05,2015
NORBITH CORP,PR,445110.0,2015-04-08,2015
HEARTLAND SWEETNERS LLC,IN,445110.0,2010-11-16,2010
SAFEWAY FOOD AND DRUG,CA,445110.0,2006-11-14,2006
EL SUPER,NV,445110.0,2011-09-28,2011
"INGLE'S MARKETS, INC. STORE #14",NC,445110.0,2005-03-04,2005
KROGER LIMITED PARTNERSHIP,IN,445110.0,2013-02-07,2013
H & K INC,HI,445110.0,2015-04-09,2015
WESTMINSTER SUPERSTORE,CA,445110.0,2005-03-22,2005
SAFEWAY INC,OR,445110.0,2005-09-21,2005
"FOOD LION, LLC - STORE #287",NC,445110.0,2004-12-15,2004
BODEGA LATINA CORPORATION DBA EL SUPER,CA,445110.0,2011-02-22,2011
KROGER #343,TX,445110.0,2007-10-02,2007
WINCO FOODS INC,OR,445110.0,2005-12-21,2005
TRADER JOE'S,NV,445110.0,2004-09-08,2004
SUPERMERCADO DEL PUEBLO,NV,445110.0,2004-05-17,2004
AE MANA ISABELA CORP,PR,445110.0,2015-02-03,2015
ALBERTSONS INC,OR,445110.0,2003-04-23,2003
FOOD CITY,TN,445110.0,2004-11-17,2004
"INGLES MARKETS, INCORPORATED",NC,445110.0,2010-07-20,2010
KROGER #520,MI,445110.0,2010-04-01,2010
WESLEY KOSHER INC.,NY,445110.0,2013-07-18,2013
AMERICAN SPOTLESS,OH,445110.0,2004-08-23,2004
MIKOTA ENTERPRISES INCORPORATED,WA,445110.0,2016-08-24,2016
KROGER,IN,445110.0,2013-02-01,2013
"WINCO FOODS, LLC",CA,445110.0,2015-06-16,2015
HORROCKS FARM MARKET INC,MI,445110.0,2011-12-08,2011
NARRA'S MARKET,MI,445110.0,2004-01-16,2004
ALBERTSONS INC,OR,445110.0,2004-05-04,2004
E. G. FORREST COMPANY,NC,445110.0,2003-05-06,2003
"MEIJER, INC. - STORE 160",KY,445110.0,2006-04-07,2006
"WAL-MART STORES, INC.",AZ,445110.0,2007-08-17,2007
"MRS. GOOCH'S NATURAL FOOD MARKETS, INC.",CA,445110.0,2016-04-25,2016
"MLTK, LLC",NY,445110.0,2013-10-09,2013
ALBERTSONS INC,OR,445110.0,2003-05-06,2003
"SAFEWAY, INC",CA,445110.0,2015-12-07,2015
SHOPPERS FOOD & PHARMACY,VA,445110.0,2016-01-19,2016
SANDYS THRIFT,WA,445110.0,2010-06-02,2010
RALPHS GROCERY COMPANY,CA,445110.0,2006-09-20,2006
"WINCO FOODS, LLC",ID,445110.0,2010-07-20,2010
PAJARO FOOD CENTER,CA,445110.0,2005-08-03,2005
PRESIDENT SUPERMARKET # 4,FL,445110.0,2010-10-07,2010
"CLARK RETAIL ENTERPRISES, INC.",KY,445110.0,2003-07-28,2003
SUPER FRESH MANOA SHOPPING CENTER,PA,445110.0,2009-03-30,2009
"MARKET BASKET, INC.",MA,445110.0,2010-08-30,2010
BASHAS' INC.,AZ,445110.0,2016-09-28,2016
SHOPPERS FOOD WAREHOUSE CORP.,MD,445110.0,2006-10-24,2006
WAL MART PUERTO RICO INC,PR,445110.0,2015-06-24,2015
MANUEL VILLA ENTERPRISES INC DBA LA PERLA TAPATIA,CA,445110.0,2008-06-20,2008
BODEGA LATINA CORP DBA EL SUPER STORE #31,CA,445110.0,2012-09-20,2012
NEW ALBERTSONS INC,OR,445110.0,2008-03-17,2008
NORTHGATE GONZALEZ MARKET #36,CA,445110.0,2014-05-20,2014
PUEBLO INC.,PR,445110.0,2015-04-22,2015
A&P SUPER FOOD MARKET,CT,445110.0,2003-08-06,2003
JOYCE RALEY TEEL DBA RALEY'S,CA,445110.0,2003-02-18,2003
"KROGER M5-345, INC.",KY,445110.0,2007-04-25,2007
"HY-VEE FOOD STORES, INC.",IA,445110.0,2006-02-20,2006
ALBERTSONS LLC,OR,445110.0,2015-12-30,2015
"MOUNT VERNON CARDINAL SUPERMARKET, INC.",OH,445110.0,2015-10-29,2015
"THE GOOD FOOD STORE, INC.",MT,445110.0,2012-07-18,2012
FOOD 4 LESS #513,NV,445110.0,2002-12-19,2002
WINCO FOODS INC,OR,445110.0,2005-12-08,2005
"FOOD LION, LLC",NC,445110.0,2009-10-13,2009
SAFEWAY  #2555,NE,445110.0,2003-04-16,2003
PROMPT RESTORATIONS INC.,DC,445110.0,2013-12-19,2013
SAFEWAY RISK MANAGEMENT,CA,445110.0,2006-02-13,2006
KING SOOPERS STORE #11,CO,445110.0,2006-02-24,2006
GREENSTAR CO-OP,NY,445110.0,2014-01-23,2014
THE REAL GOOD FOOD STORE,OR,445110.0,2013-01-18,2013
FAMILY FARE,MI,445110.0,2013-03-08,2013
"SAFEWAY, INC. STORE #951",CA,445110.0,2010-08-17,2010
CARMEN G.RIOS VAZQUEZ DBA:CENTRO ALIMENTOS YIREH I,PR,445110.0,2014-07-09,2014
CAMPIONI ENTERPRISES INC,MI,445110.0,2011-11-29,2011
WILD WEST MARKETS OF WORLAND INC DBA REESE & RAYS,WY,445110.0,2013-07-30,2013
STOP & SHOP SUPERMARKET COMPANY,NY,445110.0,2008-10-08,2008
RALPH'S GROCERY COMPANY,CA,445110.0,2015-01-08,2015
INGLES MARKETS INCORPORATED - STORE #132,NC,445110.0,2010-11-02,2010
PUEBLO INC.,PR,445110.0,2015-04-28,2015
GIANT FOOD STORES LLC,PA,445110.0,2008-11-13,2008
"GROCERY CLEARANCE CENTER, INC DBA GROCERY OUTLET",CA,445110.0,2012-05-10,2012
SANDYS THRIFT,WA,445110.0,2010-08-17,2010
"HEB GROCERY COMPANY, LP",TX,445110.0,2016-11-01,2016
SAFEWAY INC DBA VONS #2261,CA,445110.0,2004-09-10,2004
PIONEER MARKET & DELI INC,WA,445110.0,2009-06-23,2009
SAFEWAY INC,AK,445110.0,2009-03-25,2009
SAFEWAY INC,OR,445110.0,2004-09-03,2004
GRO WIN FOOD CORP.,NY,445110.0,2005-03-22,2005
KROGER (STORE #209),VA,445110.0,2012-01-03,2012
NEW ALBERTSONS INC,OR,445110.0,2008-04-17,2008
WINN DIXIE,NC,445110.0,2008-07-17,2008
JA MANA INC.,PR,445110.0,2015-03-31,2015
SAFEWAY STORE #1224-5,CA,445110.0,2003-06-08,2003
JON'S MARKETPLACE,CA,445110.0,2005-11-04,2005
C&S GRILL LTD DBA EL GLOBO SUPERMARKET,TX,445110.0,2009-12-23,2009
KAROL FOODS INC.,PA,445110.0,2007-09-12,2007
"MONTGOMERY FOODS, INC. DBA FOOD KING",NC,445110.0,2009-03-18,2009
C-TOWN SUPERMARKET,NY,445110.0,2010-10-26,2010
"EARTH FARE, INC.",NC,445110.0,2009-04-01,2009
DEFENSE COMMISSARY AGENCY WHIDBEY NAS,WA,445110.0,2011-08-23,2011
SAMS WEST INC DBA SAMS CLUB,MN,445110.0,2011-01-26,2011
H-E-B CONSTRUCTION DIVISION,TX,445110.0,2007-01-29,2007
INTERNATIONAL HOLDING CORPORATION,CT,445110.0,2012-06-14,2012
TROPICANA FOODS,CA,445110.0,2007-01-18,2007
FOOD LION,VA,445110.0,2009-02-12,2009
A & J SEABRA SUPERMARKETS INC.,NJ,445110.0,2016-07-01,2016
TRADING CO STORE # 4,WA,445110.0,2008-03-27,2008
WESTERN BEEF INC.,NJ,445110.0,2004-02-12,2004
"HOUCHENS INDUSTRIES, INC. DBA SAV-A-LOT",KY,445110.0,2005-07-28,2005
HOUCHENS INDUSTRIES DBA SAVE-A-LOT FOOD STORES,NY,445110.0,2006-03-08,2006
DISCOUNT FOOD DIST INC DBA HYPERMERCADO PITUSA,PR,445110.0,2007-02-08,2007
VALUE PLUS,CA,445110.0,2004-02-23,2004
WHOLE FOODS MARKET CRANBROOK,MI,445110.0,2011-08-19,2011
TOP FOOD & DRUG #57,WA,445110.0,2009-01-23,2009
HANNAFORD BROS. CO.,VT,445110.0,2014-01-02,2014
GIANT FOOD STORES,PA,445110.0,2006-04-25,2006
CITY MARKET #425,CO,445110.0,2007-01-12,2007
NATES MARKET,MI,445110.0,2003-06-24,2003
BILO,SC,445110.0,2003-01-14,2003
"WINN-DIXIE CHARLOTTE, INC.",NC,445110.0,2006-05-30,2006
SUPERVALU INC.,WI,445110.0,2007-01-17,2007
"FACTOR SALES, INC.",AZ,445110.0,2004-01-13,2004
PUEBLO INC,PR,445110.0,2010-02-11,2010
ALBERTSON'S #463,WA,445110.0,2009-01-06,2009
EVERGREEN STORES INC,WA,445110.0,2010-02-04,2010
RALPHS GROCERY STORE,CA,445110.0,2007-06-14,2007
"ROSEBUD IGA, INC",MT,445110.0,2004-03-11,2004
"ROBERTS COMPANY, INC.",LA,445110.0,2015-06-18,2015
ALBERTSON'S,CA,445110.0,2005-08-25,2005
WHOLE FOODS MARKET,CA,445110.0,2011-05-17,2011
COSTA FRUIT & PRODUCE CO,MA,445110.0,2014-09-26,2014
LIPARI FOODS INC,MI,445110.0,2009-05-13,2009
CARRS/SAFEWAY,AK,445110.0,2007-09-06,2007
WHOLE FOODS MARKET CALIFORNIA INC STORE 37,CA,445110.0,2009-05-07,2009
KROGER,OH,445110.0,2013-04-17,2013
BRISTOL FARMS,CA,445110.0,2012-03-14,2012
99 CENT ONLY STORES,CA,445110.0,2013-06-20,2013
"STOP & SHOP SUPERMARKET COMPANY, LLC",CT,445110.0,2011-06-02,2011
KINGS SUPERMARKET CORP.,NJ,445110.0,2011-02-16,2011
ALBERTSONS LLC,CA,445110.0,2015-01-29,2015
"DEMOULAS SUPER MARKETS, INC",NH,445110.0,2011-05-16,2011
"SAFEWAY, INC.",AK,445110.0,2005-09-06,2005
WINCO FOODS #16,WA,445110.0,2008-10-27,2008
"WHOLE FOODS MARKET GROUP, INC.",OH,445110.0,2016-09-08,2016
"MARKET BASKET STORES, INC.",LA,445110.0,2014-08-21,2014
